,importance,stddev,p_value,n,p99_high,p99_low
acct_mom_ebitda_margin,0.0005650025003553604,0.00012799636618569948,0.00029554380933179326,5,0.0008285487874295,0.00030145621328122094
expmean_ebit_roa,0.0005636952354182379,0.00013265660840985316,0.00034238251639170247,5,0.0008368370256433024,0.0002905534451931733
expvol_eff_int_rate,0.0005621909578885864,4.092884498734355e-05,3.3473480549656486e-06,5,0.0006464640154142816,0.00047791790036289124
yoy_rd_intensity,0.0005590425032338198,6.474929884885506e-05,2.121358078752589e-05,5,0.0006923622044940275,0.0004257228019736121
expvol_asset_turnover,0.0005588112478866591,7.030681335875487e-05,2.944417197952075e-05,5,0.0007035739483357641,0.00041404854743755414
roll_min_3y_earn_yld,0.0005572473022654511,0.00012037387361339787,0.0002457931317348409,5,0.0008050987717791782,0.0003093958327517241
roll_sd_3y_earn_yld,0.0005554359616909199,8.962855447817422e-05,7.861423242666727e-05,5,0.0007399823941597516,0.00037088952922208814
peak_drop_bp_ratio,0.0005539803504046814,6.506114196233107e-05,2.2415352218751918e-05,5,0.0006879421409456661,0.0004200185598636967
mkt_to_book,0.000552475531178187,0.00020949087996512207,0.00206824480721552,5,0.0009838201484980388,0.00012113091385833525
expvol_assets_per_emp,0.0005512471654386175,1.329734832067359e-05,4.059934980637434e-08,5,0.0005786265894197697,0.0005238677414574653
roll_max_3y_current_ratio,0.0005507121339438425,0.0001031511375520745,0.000141036595273155,5,0.0007631017518637953,0.0003383225160238898
roll_mean_5y_ebitda_margin,0.000547266465363383,0.00017571076836283523,0.001117186006253554,5,0.0009090573660033668,0.00018547556472339906
roll_sd_3y_roic,0.0005466390036464652,0.00010362471743741171,0.00014781030674806175,5,0.0007600037290958969,0.0003332742781970335
expmean_ocf_margin,0.0005445747278588264,9.240732527479906e-05,9.578223031148595e-05,5,0.0007348426878046026,0.0003543067679130502
roll_max_5y_cash_pct_act,0.000541779538353726,7.967586318415948e-05,5.454776538932948e-05,5,0.0007058332418873691,0.00037772583482008294
expvol_log_return,0.000536706867848058,7.08235505684919e-05,3.555713684218843e-05,5,0.0006825335373540787,0.00039088019834203737
expvol_net_debt_ebitda,0.0005361466501086154,8.908809454597299e-05,8.820725600682065e-05,5,0.0007195802681070947,0.0003527130321101361
roll_min_5y_current_ratio,0.0005327906862529375,0.0002760231472833541,0.006242655174597116,5,0.0011011261615546872,-3.5544789048812275e-05
roll_sd_5y_log_at,0.0005326188241965513,8.550000600585563e-05,7.701997717858709e-05,5,0.0007086645182982751,0.0003565731300948275
roll_mean_3y_current_ratio,0.0005325565079528527,7.82455349777578e-05,5.4344923165682326e-05,5,0.0006936651459402781,0.00037144786996542745
expmean_div_yield,0.0005309816842768988,0.0003031164732172398,0.008645593214021498,5,0.0011551026921460788,-9.313932359228112e-05
accel_log_emp,0.0005303751750589614,0.00010049913385189215,0.00014756636691012608,5,0.0007373042807056522,0.00032344606941227055
expvol_quick_ratio,0.0005298577786179593,4.808706277069264e-05,8.051978660959744e-06,5,0.0006288697054966542,0.0004308458517392644
consec_decline_gross_margin,0.0005282836686355096,9.625422035590299e-05,0.00012659273350118272,5,0.0007264724387230193,0.00033009489854799996
roll_min_3y_ebitda_margin,0.0005217819333671825,3.7073263279838945e-05,3.037741013709654e-06,5,0.0005981162948673234,0.00044544757186704164
